-0,40824829	0,816496581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,288675135	-0,288675135	0,866025404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,223606798	-0,223606798	-0,223606798	0,894427191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,182574186	-0,182574186	-0,182574186	-0,182574186	0,912870929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,15430335	-0,15430335	-0,15430335	-0,15430335	-0,15430335	0,9258201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,133630621	-0,133630621	-0,133630621	-0,133630621	-0,133630621	-0,133630621	0,935414347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,11785113	-0,11785113	-0,11785113	-0,11785113	-0,11785113	-0,11785113	-0,11785113	0,942809042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,105409255	-0,105409255	-0,105409255	-0,105409255	-0,105409255	-0,105409255	-0,105409255	-0,105409255	0,948683298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,095346259	-0,095346259	-0,095346259	-0,095346259	-0,095346259	-0,095346259	-0,095346259	-0,095346259	-0,095346259	0,953462589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,087038828	-0,087038828	-0,087038828	-0,087038828	-0,087038828	-0,087038828	-0,087038828	-0,087038828	-0,087038828	-0,087038828	0,957427108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,080064077	-0,080064077	-0,080064077	-0,080064077	-0,080064077	-0,080064077	-0,080064077	-0,080064077	-0,080064077	-0,080064077	-0,080064077	0,960768923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,074124932	-0,074124932	-0,074124932	-0,074124932	-0,074124932	-0,074124932	-0,074124932	-0,074124932	-0,074124932	-0,074124932	-0,074124932	-0,074124932	0,963624112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	-0,069006556	0,966091783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	-0,064549722	0,968245837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	-0,060633906	0,9701425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	-0,057166195	0,971825316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	-0,054073807	0,973328527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	-0,051298918	0,974679434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	-0,048795004	0,975900073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	-0,046524211	0,977008421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	-0,044455422	0,978019294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	-0,042562827	0,97894501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	-0,040824829	0,979795897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	-0,039223227	0,980580676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
